Price (TL),Room,Size (m²),Building Age,City,District,Neighborhood,Room_Numeric
42000,4+1,220,4.0,Ankara,Keçiören,Ovacık Mah.,5
32000,3+1,195,5.0,Ankara,Altındağ,Baraj Mah.,4
32000,1+1,70,9.0,Ankara,Çankaya,Beytepe Mah.,2
15000,3+1,132,15.0,Ankara,Altındağ,Gültepe Mah.,4
27500,3+1,115,16.0,Ankara,Çankaya,Akpınar Mah.,4
44000,4+1,180,24.0,Ankara,Çankaya,Keklik Pınarı Mah.,5
16000,3+1,120,20.0,Ankara,Mamak,Peyami Safa Mah.,4
16450,3+1,140,20.0,Ankara,Sincan,Atatürk Mah.,4
32000,4+1,210,2.0,Ankara,Altındağ,Karapürçek Mah.,5
22000,2+1,85,17.0,Ankara,Etimesgut,Eryaman Mah.,3
22000,1+1,36,1.0,Ankara,Çankaya,Dodurga Mah.,2
45000,3+1,155,25.0,Ankara,Çankaya,Gaziosmanpaşa Mah.,4
30500,2+1,80,4.0,Ankara,Yenimahalle,Ergazi Mah.,3
16000,3+1,125,30.0,Ankara,Sincan,Plevne Mah.,4
35000,3+1,140,25.0,Ankara,Keçiören,Yakacık Mah.,4
26000,1+1,61,9.0,Ankara,Gölbaşı,Kızılcaşar Mah.,2
42000,3+1,225,5.0,Ankara,Keçiören,Osmangazi Mah.,4
25000,3+1,150,15.0,Ankara,Yenimahalle,Turgut Özal Mah.,4
43000,4+1,170,3.0,Ankara,Gölbaşı,İncek Mah.,5
50000,4+1,235,14.0,Ankara,Çankaya,Alacaatlı Mah.,5
14750,2+1,90,6.6,Ankara,Sincan,Menderes Mah.,3
16500,3+1,115,25.0,Ankara,Yenimahalle,Esentepe Mah.,4
13000,3+1,130,15.0,Ankara,Mamak,Kusunlar Mah.,4
33000,4+1,200,5.0,Ankara,Keçiören,Yükseltepe Mah.,5
17000,2+1,110,15.0,Ankara,Etimesgut,Topçu Mah.,3
10500,2+1,75,11.0,Ankara,Mamak,Zirvekent Mah.,3
17000,3+0,145,5.0,Ankara,Keçiören,Yükseltepe Mah.,3
22000,3+1,130,25.0,Ankara,Çankaya,Metin Akkuş Mah.,4
27000,3+1,110,20.0,Ankara,Yenimahalle,Gayret Mah.,4
14500,3+1,115,13.0,Ankara,Altındağ,Battalgazi Mah.,4
37500,2+1,110,40.0,Ankara,Çankaya,Oğuzlar Mah.,3
22650,1+1,45,11.0,Ankara,Çankaya,Konutkent Mah.,2
75000,4+1,168,8.625,Ankara,Çankaya,Beytepe Mah.,5
33000,3+1,120,15.25,Ankara,Çankaya,Aşıkpaşa Mah.,4
12750,1+1,60,2.0,Ankara,Çubuk,Esenboğa Merkez Mah.,2
