Price (TL),Room,Size (m²),Building Age,City,District,Neighborhood,Room_Numeric
25000,1+1,60,1.0,Ankara,Çankaya,Büyükesat Mah.,2
16500,3+1,110,30.0,Ankara,Keçiören,Emrah Mah.,4
47000,3+1,160,7.0,Ankara,Çankaya,Bahçelievler Mah.,4
1250,2+1,170,1.0,Ankara,Çankaya,Çamlıtepe Mah.,3
28000,3+1,135,17.0,Ankara,Çankaya,Öveçler Mah.,4
35000,2+1,95,29.0,Ankara,Çankaya,Güzeltepe Mah.,3
42000,3+1,140,20.0,Ankara,Çankaya,Emek Mah.,4
20000,3+1,125,40.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
29000,1+1,55,31.772727272727273,Ankara,Çankaya,Emek Mah.,2
19000,1+1,49,1.0,Ankara,Gölbaşı,İncek Mah.,2
30000,3+1,150,22.0,Ankara,Çankaya,Oğuzlar Mah.,4
22000,2+1,70,1.0,Ankara,Gölbaşı,İncek Mah.,3
20000,1+1,52,2.375,Ankara,Gölbaşı,İncek Mah.,2
25000,3+1,115,40.0,Ankara,Çankaya,Cebeci Mah.,4
22000,2+1,105,21.0,Ankara,Etimesgut,Göksu Mah.,3
12500,Stüdyo,50,40.0,Ankara,Çankaya,100. Yıl Mah.,1
27500,3+1,135,26.0,Ankara,Çankaya,Aşağı Öveçler Mah.,4
25000,2+1,85,18.0,Ankara,Çankaya,Gökkuşağı Mah.,3
21000,1+1,65,1.0,Ankara,Çankaya,Çamlıtepe Mah.,2
25500,3+1,120,28.0,Ankara,Çankaya,Oğuzlar Mah.,4
15000,3+1,100,15.0,Ankara,Mamak,Fahri Korutürk Mah.,4
42000,2+1,130,10.0,Ankara,Gölbaşı,Hacılar Mah.,3
17000,3+1,115,25.0,Ankara,Çankaya,Ata Mah.,4
25000,3+1,130,20.0,Ankara,Çankaya,Ata Mah.,4
21000,1+1,70,18.689655172413794,Ankara,Çankaya,Büyükesat Mah.,2
53000,3+1,160,7.0,Ankara,Yenimahalle,Mehmet Akif Ersoy Mah.,4
30000,3+1,140,18.0,Ankara,Çankaya,Ata Mah.,4
50000,2+1,134,5.222222222222222,Ankara,Gölbaşı,Kızılcaşar Mah.,3
27000,1+1,65,4.0,Ankara,Gölbaşı,Kızılcaşar Mah.,2
35000,1+1,60,3.0,Ankara,Çankaya,Kültür Mah.,2
35000,1+1,60,3.0,Ankara,Çankaya,Kültür Mah.,2
75000,1+1,150,40.857142857142854,Ankara,Çankaya,Barbaros Mah.,2
15000,2+1,95,30.0,Ankara,Çankaya,Ertuğrulgazi Mah.,3
30750,3+1,135,25.0,Ankara,Çankaya,Sancak Mah.,4
55000,4+1,270,25.0,Ankara,Çankaya,Bayraktar Mah.,5
27000,3+1,150,3.0,Ankara,Çankaya,Akpınar Mah.,4
21500,3+1,120,28.0,Ankara,Çankaya,Aydınlar Mah.,4
20000,2+1,100,25.0,Ankara,Çankaya,Mimar Sinan Mah.,3
25000,3+1,120,25.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,4
86000,4+1,240,15.0,Ankara,Çankaya,Yıldızevler Mah.,5
24000,3+1,100,35.0,Ankara,Çankaya,Harbiye Mah.,4
30000,3+1,160,12.0,Ankara,Yenimahalle,Pamuklar Mah.,4
20900,3+1,135,5.0,Ankara,Keçiören,Şehit Kubilay Mah.,4
32000,1+1,48,1.0,Ankara,Gölbaşı,Taşpınar Mah.,2
15000,3+1,125,20.0,Ankara,Sincan,Osmanlı Mah.,4
35000,4+1,150,24.0,Ankara,Yenimahalle,Kentkoop Mah.,5
28000,2+1,95,18.0,Ankara,Etimesgut,Elvan Mah.,3
22000,1+1,55,4.0,Ankara,Gölbaşı,Bahçelievler Mah.,2
41000,4+1,220,4.0,Ankara,Keçiören,Atapark Mah.,5
35000,5+1,280,12.0,Ankara,Altındağ,Aydınlıkevler Mah.,6
22500,3+1,115,20.0,Ankara,Keçiören,Emrah Mah.,4
14000,3+1,117,15.0,Ankara,Etimesgut,Yapracık Mah.,4
26000,3+1,120,8.0,Ankara,Mamak,Mehtap Mah.,4
32000,3+1,120,31.0,Ankara,Çankaya,Ayrancı Mah.,4
14000,2+1,75,2.0,Ankara,Çubuk,Esenboğa Merkez Mah.,3
8500,1+1,55,10.0,Ankara,Sincan,Hürriyet Mah.,2
16000,3+1,125,16.0,Ankara,Pursaklar,Fatih Mah.,4
27000,3+1,170,19.0,Ankara,Çankaya,Birlik Mah.,4
22000,2+1,85,25.0,Ankara,Çankaya,Metin Oktay Mah.,3
25000,2+1,80,45.0,Ankara,Çankaya,Seyranbağları Mah.,3
20500,2+1,100,20.0,Ankara,Gölbaşı,Bahçelievler Mah.,3
22500,3+1,110,35.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
13000,3+1,105,10.0,Ankara,Keçiören,Bademlik Mah.,4
28000,3+1,105,30.0,Ankara,Çankaya,Balgat Mah.,4
17000,3+1,140,26.0,Ankara,Yenimahalle,Demetlale Mah.,4
22000,3+1,110,45.0,Ankara,Çankaya,Tınaztepe Mah.,4
20000,3+1,130,21.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
30000,3+1,120,12.0,Ankara,Çankaya,Seyranbağları Mah.,4
10000,3+1,145,15.0,Ankara,Nallıhan,Çayırhan Mah.,4
14000,3+1,128,30.0,Ankara,Sincan,Osmanlı Mah.,4
33000,1+1,55,25.0,Ankara,Çankaya,Büyükesat Mah.,2
16000,3+1,130,15.0,Ankara,Keçiören,Etlik Mah.,4
27500,3+1,135,19.0,Ankara,Etimesgut,Ahi Mesut Mah.,4
8500,1+1,45,10.0,Ankara,Sincan,Hürriyet Mah.,2
22500,3+1,120,16.0,Ankara,Etimesgut,30 Ağustos Mah.,4
33000,2+1,55,25.0,Ankara,Çankaya,Büyükesat Mah.,3
21500,2+1,110,15.933333333333334,Ankara,Etimesgut,Topçu Mah.,3
30000,2+1,100,40.0,Ankara,Çankaya,Yücetepe Mah.,3
23000,1+1,60,10.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.,2
25000,3+1,110,25.0,Ankara,Çankaya,Naci Çakır Mah.,4
40000,6+1,225,19.0,Ankara,Çankaya,Gökkuşağı Mah.,7
62000,5+2,325,11.0,Ankara,Yenimahalle,Yeni Batı Mah.,7
36000,4+1,155,24.0,Ankara,Çankaya,İşçi Blokları Mah.,5
15000,3+1,125,18.0,Ankara,Mamak,Şahintepe Mah.,4
19000,2+1,90,10.0,Ankara,Altındağ,Aydınlıkevler Mah.,3
16500,3+1,120,26.0,Ankara,Sincan,Mareşal Çakmak Mah.,4
28000,1+1,60,2.0,Ankara,Çankaya,Anıttepe Mah.,2
14500,2+1,95,25.0,Ankara,Sincan,Mareşal Çakmak Mah.,3
21000,3+1,120,28.0,Ankara,Keçiören,Etlik Mah.,4
27000,3+1,150,3.0,Ankara,Çankaya,Akpınar Mah.,4
58000,4+1,186,2.0,Ankara,Çankaya,Konutkent Mah.,5
20000,3+1,120,48.0,Ankara,Keçiören,Basınevleri Mah.,4
19000,2+1,85,25.0,Ankara,Çankaya,Tınaztepe Mah.,3
19500,2+1,100,25.0,Ankara,Çankaya,Ata Mah.,3
50000,2+1,70,26.7,Ankara,Çankaya,Kazım Özalp Mah.,3
22000,3+1,100,30.0,Ankara,Keçiören,Adnan Menderes Mah.,4
17400,2+1,90,15.0,Ankara,Etimesgut,Alsancak Mah.,3
16000,3+1,135,35.0,Ankara,Yenimahalle,Demetevler Mah.,4
35000,4+1,150,24.0,Ankara,Yenimahalle,Kentkoop Mah.,5
30000,1+1,55,10.0,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mah.,2
22000,3+1,150,4.0,Ankara,Sincan,Menderes Mah.,4
33000,3+1,115,27.0,Ankara,Çankaya,Göktürk Mah.,4
18000,3+1,125,15.0,Ankara,Keçiören,Esertepe Mah.,4
28500,3+1,120,42.0,Ankara,Çankaya,Gaziosmanpaşa Mah.,4
35000,5+1,285,21.0,Ankara,Çankaya,Gökkuşağı Mah.,6
22500,3+1,110,17.0,Ankara,Çankaya,Keklik Pınarı Mah.,4
39000,4+2,280,30.0,Ankara,Yenimahalle,Uğur Mumcu Mah.,6
26000,3+1,130,35.0,Ankara,Çankaya,Aziziye Mah.,4
22500,3+1,130,25.0,Ankara,Çankaya,Harbiye Mah.,4
18500,3+1,110,25.0,Ankara,Yenimahalle,Demetlale Mah.,4
15250,3+1,120,18.0,Ankara,Mamak,Peyami Safa Mah.,4
38000,5+1,325,15.0,Ankara,Çankaya,Öveçler Mah.,6
32000,4+1,187,24.0,Ankara,Çankaya,Birlik Mah.,5
30000,3+1,140,15.0,Ankara,Etimesgut,Ahi Mesut Mah.,4
12000,2+1,85,28.0,Ankara,Altındağ,Örnek Mah.,3
13000,2+1,90,15.0,Ankara,Etimesgut,Piyade Mah.,3
19000,3+1,115,30.0,Ankara,Çankaya,Harbiye Mah.,4
40000,4+1,160,50.0,Ankara,Çankaya,Emek Mah.,5
25000,1+1,55,7.0,Ankara,Etimesgut,Piyade Mah.,2
24500,1+1,65,8.0,Ankara,Etimesgut,Altay Mah.,2
31000,3+1,125,30.0,Ankara,Çankaya,Büyükesat Mah.,4
28000,3+1,150,6.0,Ankara,Yenimahalle,Pamuklar Mah.,4
26000,1+1,60,3.0,Ankara,Etimesgut,Devlet Mah.,2
28000,1+1,55,1.0,Ankara,Yenimahalle,İnönü Mah.,2
30000,3+1,155,10.0,Ankara,Yenimahalle,Kayalar Mah.,4
21000,3+1,148,15.0,Ankara,Etimesgut,Alsancak Mah.,4
23000,3+1,115,29.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
24000,3+1,120,26.0,Ankara,Yenimahalle,Demetgül Mah.,4
63000,3+1,204,1.0,Ankara,Çankaya,Beytepe Mah.,4
15000,1+1,95,18.136363636363637,Ankara,Polatlı,Gülveren Mah.,2
32000,3+1,150,8.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
28000,3+1,135,8.6,Ankara,Keçiören,Şehit Kubilay Mah.,4
24500,3+1,100,45.0,Ankara,Çankaya,Barbaros Mah.,4
18500,3+1,110,45.0,Ankara,Çankaya,Tınaztepe Mah.,4
24000,1+1,60,12.0,Ankara,Etimesgut,Tunahan Mah.,2
16000,2+1,95,30.0,Ankara,Çankaya,Umut Mah.,3
17000,3+1,135,3.0,Ankara,Mamak,Dutluk Mah.,4
17000,3+1,105,22.0,Ankara,Mamak,Gülveren Mah.,4
30000,2+1,110,2.888888888888889,Ankara,Gölbaşı,Taşpınar Mah.,3
28000,4+1,170,7.0,Ankara,Yenimahalle,Avcılar Mah.,5
28000,4+1,170,5.0,Ankara,Keçiören,Sancaktepe Mah.,5
34000,4+1,200,7.0,Ankara,Keçiören,Etlik Mah.,5
18500,3+1,125,15.0,Ankara,Mamak,Akşemsettin Mah.,4
22500,2+1,105,11.9,Ankara,Etimesgut,Atayurt Mah.,3
35000,3+1,164,10.0,Ankara,Yenimahalle,Kayalar Mah.,4
16500,3+1,115,8.0,Ankara,Mamak,Fahri Korutürk Mah.,4
19500,3+1,130,30.0,Ankara,Keçiören,Tepebaşı Mah.,4
12450,2+1,95,26.0,Ankara,Mamak,Abidinpaşa Mah.,3
43000,3+1,135,16.0,Ankara,Çankaya,Çiğdem Mah.,4
21000,3+1,150,16.0,Ankara,Etimesgut,Elvan Mah.,4
25000,4+1,168,1.0,Ankara,Yenimahalle,Kuzey Yıldızı Mah.,5
11000,3+1,109,35.0,Ankara,Keçiören,Kavacık Subayevleri Mah.,4
25000,1+1,58,5.0,Ankara,Yenimahalle,Ergazi Mah.,2
24000,1+1,50,1.0,Ankara,Yenimahalle,Yeni Batı Mah.,2
25000,3+1,150,18.0,Ankara,Çankaya,Kırkkonaklar Mah.,4
16500,3+1,115,12.0,Ankara,Keçiören,Esertepe Mah.,4
18000,3+1,110,35.0,Ankara,Çankaya,Ertuğrulgazi Mah.,4
43000,3+1,140,5.0,Ankara,Etimesgut,Eryaman Mah.,4
37500,2+1,132,5.222222222222222,Ankara,Gölbaşı,Kızılcaşar Mah.,3
25000,4+1,130,12.0,Ankara,Keçiören,19 Mayıs Mah.,5
14000,3+1,115,16.0,Ankara,Keçiören,Etlik Mah.,4
22500,3+1,100,1.0,Ankara,Gölbaşı,İncek Mah.,4
15500,3+1,110,15.0,Ankara,Altındağ,Battalgazi Mah.,4
30000,3+1,150,20.0,Ankara,Çankaya,Harbiye Mah.,4
25000,3+1,140,15.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.,4
10000,3+1,155,2.0,Ankara,Sincan,Alcı Mah.,4
60000,1+1,75,15.466666666666667,Ankara,Çankaya,Çukurambar Mah.,2
23750,2+1,75,15.0,Ankara,Etimesgut,Göksu Mah.,3
51500,4+1,185,5.0,Ankara,Çankaya,Ata Mah.,5
32000,3+1,140,35.0,Ankara,Çankaya,Çankaya Mah.,4
10000,1+1,20,15.0,Ankara,Sincan,Pınarbaşı Mah.,2
33000,2+1,120,25.0,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mah.,3
21000,2+1,120,40.0,Ankara,Çankaya,Esatoğlu Mah.,3
10000,2+1,80,15.0,Ankara,Mamak,Zirvekent Mah.,3
27000,3+1,145,27.0,Ankara,Çankaya,Harbiye Mah.,4
23000,3+1,130,25.0,Ankara,Yenimahalle,Batı Sitesi Mah.,4
17000,3+1,115,25.0,Ankara,Mamak,Bahçelerüstü Mah.,4
18250,3+1,125,8.0,Ankara,Etimesgut,30 Ağustos Mah.,4
52000,4+1,165,20.0,Ankara,Çankaya,Emek Mah.,5
18500,3+1,110,15.0,Ankara,Etimesgut,Topçu Mah.,4
30000,2+1,96,60.0,Ankara,Çankaya,Yücetepe Mah.,3
27500,3+1,125,45.0,Ankara,Çankaya,Ayrancı Mah.,4
17000,3+1,110,8.0,Ankara,Mamak,Durali Alıç Mah.,4
29500,2+1,170,12.0,Ankara,Etimesgut,Alsancak Mah.,3
15000,3+1,115,10.0,Ankara,Keçiören,Aktepe Mah.,4
25000,1+1,70,1.0,Ankara,Çankaya,Tınaztepe Mah.,2
46000,3+1,150,40.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,4
40000,4+1,160,45.0,Ankara,Çankaya,Emek Mah.,5
60000,4+1,210,5.0,Ankara,Çankaya,Birlik Mah.,5
16000,3+1,125,16.0,Ankara,Pursaklar,Fatih Mah.,4
30000,1+1,70,1.0,Ankara,Çankaya,Büyükesat Mah.,2
16000,3+1,115,40.0,Ankara,Sincan,Ulubatlı Hasan Mah.,4
17500,3+1,130,15.0,Ankara,Mamak,Diriliş Mah.,4
30000,1+1,86,14.461538461538462,Ankara,Yenimahalle,Emniyet Mah.,2
20000,2+1,90,40.0,Ankara,Çankaya,Kültür Mah.,3
8500,3+1,125,20.0,Ankara,Polatlı,Cumhuriyet Mah.,4
25000,3+1,130,23.0,Ankara,Çankaya,Mürsel Uluç Mah.,4
14000,3+1,120,30.0,Ankara,Keçiören,Şenlik Mah.,4
30000,1+1,70,5.0,Ankara,Çankaya,İlkbahar Mah.,2
30000,1+1,70,5.0,Ankara,Çankaya,İlkbahar Mah.,2
35000,1+1,70,5.0,Ankara,Çankaya,Aşağı Öveçler Mah.,2
17000,2+1,85,15.0,Ankara,Etimesgut,Kazım Karabekir Mah.,3
39000,4+1,160,28.0,Ankara,Çankaya,Çankaya Mah.,5
32000,3+1,115,1.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
16000,3+1,135,25.0,Ankara,Yenimahalle,Demetgül Mah.,4
20000,1+1,95,15.0,Ankara,Çankaya,Aşıkpaşa Mah.,2
25000,3+1,135,28.0,Ankara,Çankaya,Çiğdem Mah.,4
17000,3+1,105,30.0,Ankara,Etimesgut,30 Ağustos Mah.,4
21000,1+1,75,6.0,Ankara,Çankaya,Mürsel Uluç Mah.,2
29500,3+1,135,17.0,Ankara,Çankaya,Dodurga Mah.,4
14000,2+1,95,30.0,Ankara,Mamak,General Zeki Doğan Mah.,3
20000,2+1,95,30.0,Ankara,Çankaya,Murat Mah.,3
15500,2+1,95,11.0,Ankara,Etimesgut,Yapracık Mah.,3
20000,3+1,122,25.0,Ankara,Çankaya,Yukarı Öveçler Mah.,4
38000,2+1,100,45.0,Ankara,Çankaya,Barbaros Mah.,3
20000,1+1,40,30.0,Ankara,Çankaya,Birlik Mah.,2
35000,3+1,140,25.0,Ankara,Çankaya,Ümit Mah.,4
40000,3+1,120,30.0,Ankara,Çankaya,Güvenevler Mah.,4
20000,3+1,137,14.0,Ankara,Etimesgut,Yukarıyurtçu Mah.,4
34000,2+1,82,4.0,Ankara,Etimesgut,Altay Mah.,3
17000,3+1,110,8.0,Ankara,Altındağ,Doğantepe Mah.,4
12500,2+1,90,6.0,Ankara,Keçiören,Yükseltepe Mah.,3
18000,3+1,130,30.0,Ankara,Keçiören,Şenlik Mah.,4
15000,3+1,115,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
55000,3+1,110,26.7,Ankara,Çankaya,Kazım Özalp Mah.,4
19000,2+1,95,15.0,Ankara,Çankaya,Aşıkpaşa Mah.,3
38000,5+1,320,14.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.,6
42500,3+1,115,3.0,Ankara,Etimesgut,Yeşilova Mah.,4
24000,1+1,55,50.0,Ankara,Çankaya,Meşrutiyet Mah.,2
25000,3+1,115,22.0,Ankara,Yenimahalle,Mehmet Akif Ersoy Mah.,4
22250,3+1,120,9.0,Ankara,Mamak,Peyami Safa Mah.,4
21500,3+1,120,18.0,Ankara,Çankaya,Akpınar Mah.,4
43000,5+1,210,2.8,Ankara,Keçiören,Ovacık Mah.,6
28500,2+1,85,12.0,Ankara,Etimesgut,Altay Mah.,3
21000,3+1,145,16.0,Ankara,Keçiören,Esertepe Mah.,4
22000,3+1,125,17.0,Ankara,Çankaya,Keklik Pınarı Mah.,4
20000,2+1,75,45.0,Ankara,Çankaya,Yücetepe Mah.,3
14000,3+1,117,15.0,Ankara,Etimesgut,Yapracık Mah.,4
40000,1+1,55,1.0,Ankara,Yenimahalle,İnönü Mah.,2
20500,2+1,100,20.0,Ankara,Gölbaşı,Bahçelievler Mah.,3
15000,2+1,95,16.0,Ankara,Sincan,Akşemsettin Mah.,3
24000,3+1,110,25.0,Ankara,Yenimahalle,Yeniçağ Mah.,4
20500,3+1,130,15.0,Ankara,Etimesgut,İstasyon Mah.,4
40000,4+1,150,20.0,Ankara,Çankaya,Yukarı Öveçler Mah.,5
9300,1+1,55,12.0,Ankara,Sincan,Hürriyet Mah.,2
17500,2+1,60,1.0,Ankara,Gölbaşı,Kızılcaşar Mah.,3
37000,2+1,110,5.0,Ankara,Çankaya,Bahçelievler Mah.,3
27500,1+1,50,14.217391304347826,Ankara,Çankaya,Kırkkonaklar Mah.,2
14500,3+1,100,30.0,Ankara,Keçiören,Şenlik Mah.,4
29500,1+1,60,8.0,Ankara,Gölbaşı,Hacılar Mah.,2
24000,3+1,120,35.0,Ankara,Çankaya,Topraklık Mah.,4
32000,3+1,125,22.0,Ankara,Çankaya,Emek Mah.,4
26000,2+1,99,39.0,Ankara,Çankaya,İşçi Blokları Mah.,3
15000,1+1,55,40.0,Ankara,Altındağ,Aydınlıkevler Mah.,2
15000,2+1,55,3.0,Ankara,Çubuk,Esenboğa Merkez Mah.,3
30000,1+1,70,25.0,Ankara,Çankaya,Oğuzlar Mah.,2
29000,3+1,160,20.0,Ankara,Çankaya,Cevizlidere Mah.,4
32000,3+1,135,36.0,Ankara,Çankaya,Ayrancı Mah.,4
13900,3+1,120,25.0,Ankara,Keçiören,Ayvalı Mah.,4
24500,2+1,115,39.0,Ankara,Çankaya,Küçükesat Mah.,3
30000,3+1,130,25.0,Ankara,Çankaya,Birlik Mah.,4
15000,3+1,110,20.0,Ankara,Mamak,General Zeki Doğan Mah.,4
20000,1+1,65,27.0,Ankara,Etimesgut,Altay Mah.,2
23000,2+1,100,45.0,Ankara,Çankaya,Bahçelievler Mah.,3
14000,3+1,135,7.0,Ankara,Keçiören,Bademlik Mah.,4
21000,3+1,110,25.0,Ankara,Çankaya,Osman Temiz Mah.,4
11000,2+1,95,16.0,Ankara,Etimesgut,Elvan Mah.,3
25250,3+1,110,11.0,Ankara,Çankaya,Kırkkonaklar Mah.,4
34000,2+1,105,32.0,Ankara,Çankaya,Kültür Mah.,3
26000,5+1,180,13.0,Ankara,Yenimahalle,Ragıp Tüzün Mah.,6
50000,4+1,170,20.0,Ankara,Çankaya,Çukurambar Mah.,5
35000,1+1,80,8.0,Ankara,Çankaya,İlkbahar Mah.,2
25500,1+1,70,8.0,Ankara,Etimesgut,Altay Mah.,2
55000,3+1,165,20.0,Ankara,Çankaya,Üniversiteler Mah.,4
17000,3+1,115,14.0,Ankara,Sincan,Pınarbaşı Mah.,4
18000,2+1,86,28.0,Ankara,Etimesgut,Şeyh Şamil Mah.,3
14000,3+1,90,45.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
32000,3+1,150,10.0,Ankara,Etimesgut,Elvan Mah.,4
31000,3+1,130,28.0,Ankara,Yenimahalle,Beştepe Mah.,4
17000,3+1,130,40.0,Ankara,Keçiören,Tepebaşı Mah.,4
32000,4+1,120,10.0,Ankara,Çankaya,Kırkkonaklar Mah.,5
28500,2+1,120,50.0,Ankara,Çankaya,Muhsin Ertuğrul Mah.,3
28000,3+1,135,20.0,Ankara,Yenimahalle,Yeni Batı Mah.,4
25000,3+1,110,33.0,Ankara,Mamak,Balkiraz Mah.,4
17500,1+1,52,30.0,Ankara,Etimesgut,Şeyh Şamil Mah.,2
14500,3+1,110,27.0,Ankara,Sincan,Tandoğan Mah.,4
20000,1+1,45,1.0,Ankara,Yenimahalle,Emniyet Mah.,2
22000,3+1,115,15.0,Ankara,Çankaya,Mürsel Uluç Mah.,4
27000,2+1,110,40.0,Ankara,Çankaya,Kavaklıdere Mah.,3
25000,3+1,130,24.0,Ankara,Çankaya,Sancak Mah.,4
23000,3+1,140,20.0,Ankara,Çankaya,Birlik Mah.,4
33000,3+1,115,40.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,4
18000,4+0,100,35.0,Ankara,Çankaya,Ön Cebeci Mah.,4
32000,2+1,85,5.0,Ankara,Çankaya,Anıttepe Mah.,3
45000,1+1,65,32.791666666666664,Ankara,Çankaya,Yukarı Bahçelievler Mah.,2
45000,1+1,65,32.791666666666664,Ankara,Çankaya,Yukarı Bahçelievler Mah.,2
15000,3+1,115,20.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
33000,3+1,130,2.0,Ankara,Altındağ,Güneşevler Mah.,4
15000,2+1,95,40.0,Ankara,Keçiören,Güçlükaya Mah.,3
15500,2+1,95,35.0,Ankara,Çankaya,Ertuğrulgazi Mah.,3
17500,3+1,125,6.0,Ankara,Keçiören,Yükseltepe Mah.,4
30000,3+1,170,20.0,Ankara,Çankaya,Sancak Mah.,4
32000,3+1,125,29.0,Ankara,Keçiören,Etlik Mah.,4
22000,3+1,132,11.0,Ankara,Gölbaşı,Eymir Mah.,4
31000,3+1,150,15.0,Ankara,Çankaya,Cevizlidere Mah.,4
21000,3+1,110,30.0,Ankara,Çankaya,İlkadım Mah.,4
12000,3+1,145,3.0,Ankara,Sincan,Alcı Mah.,4
19000,2+1,92,24.0,Ankara,Etimesgut,Tunahan Mah.,3
19500,2+1,120,8.0,Ankara,Etimesgut,Süvari Mah.,3
25000,3+0,165,20.0,Ankara,Altındağ,Hacettepe Mah.,3
15000,3+1,120,15.0,Ankara,Keçiören,Etlik Mah.,4
24000,3+1,125,25.0,Ankara,Çankaya,Bahçelievler Mah.,4
17500,3+1,135,8.0,Ankara,Mamak,Fahri Korutürk Mah.,4
23750,2+1,73,2.0,Ankara,Gölbaşı,İncek Mah.,3
21000,3+1,130,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
35000,2+1,90,1.0,Ankara,Çankaya,Büyükesat Mah.,3
28000,2+1,95,45.0,Ankara,Çankaya,Aziziye Mah.,3
18500,3+1,125,15.0,Ankara,Etimesgut,İstasyon Mah.,4
30000,2+1,85,34.46666666666667,Ankara,Çankaya,Güvenevler Mah.,3
22000,2+1,78,19.0,Ankara,Yenimahalle,Gazi Mah.,3
29000,1+1,60,6.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.,2
17000,1+1,45,15.0,Ankara,Etimesgut,İstasyon Mah.,2
32000,3+1,135,36.0,Ankara,Çankaya,Ayrancı Mah.,4
25000,3+1,80,30.0,Ankara,Çankaya,Emek Mah.,4
43500,3+1,164,11.0,Ankara,Gölbaşı,İncek Mah.,4
24000,3+1,115,52.0,Ankara,Çankaya,Kültür Mah.,4
20000,3+1,105,26.0,Ankara,Çankaya,Huzur Mah.,4
55000,2+1,132,14.461538461538462,Ankara,Yenimahalle,Emniyet Mah.,3
18000,3+1,100,36.0,Ankara,Çankaya,Umut Mah.,4
32000,3+1,120,35.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,4
22000,2+1,85,45.0,Ankara,Çankaya,Yücetepe Mah.,3
18000,3+1,135,35.0,Ankara,Yenimahalle,Demetgül Mah.,4
35000,2+1,85,40.0,Ankara,Çankaya,Güvenevler Mah.,3
15000,3+1,130,15.0,Ankara,Mamak,General Zeki Doğan Mah.,4
17000,2+1,75,40.0,Ankara,Çankaya,Yıldızevler Mah.,3
32000,3+1,140,14.0,Ankara,Çankaya,Öveçler Mah.,4
16000,3+1,110,23.0,Ankara,Sincan,Selçuklu Mah.,4
18500,3+1,125,13.0,Ankara,Etimesgut,Topçu Mah.,4
12000,2+1,95,20.0,Ankara,Mamak,Bahçelerüstü Mah.,3
25000,2+1,120,55.0,Ankara,Çankaya,Ayrancı Mah.,3
13000,2+1,95,11.0,Ankara,Etimesgut,Yapracık Mah.,3
30000,3+1,125,32.0,Ankara,Çankaya,Bahçelievler Mah.,4
28000,2+1,110,23.0,Ankara,Çankaya,100. Yıl Mah.,3
30000,4+1,180,11.0,Ankara,Çankaya,Aşıkpaşa Mah.,5
15750,3+1,135,6.0,Ankara,Keçiören,Şehit Kubilay Mah.,4
38000,3+1,130,49.0,Ankara,Çankaya,Güvenevler Mah.,4
47000,4+1,165,25.0,Ankara,Çankaya,Çukurambar Mah.,5
10000,3+1,105,38.0,Ankara,Yenimahalle,Karşıyaka Mah.,4
30000,2+1,55,40.0,Ankara,Çankaya,Fakülteler Mah.,3
16500,1+1,55,2.375,Ankara,Gölbaşı,İncek Mah.,2
24000,3+1,120,35.0,Ankara,Çankaya,Ön Cebeci Mah.,4
31500,3+1,145,15.0,Ankara,Etimesgut,Bağlıca Mah.,4
35000,1+1,125,35.0,Ankara,Çankaya,Büyükesat Mah.,2
30000,3+1,155,19.0,Ankara,Yenimahalle,Demetgül Mah.,4
18000,2+1,110,40.0,Ankara,Altındağ,Aydınlıkevler Mah.,3
18000,2+1,110,35.0,Ankara,Keçiören,Aşağı Eğlence Mah.,3
13000,3+1,105,10.0,Ankara,Keçiören,Bademlik Mah.,4
18000,3+1,115,29.0,Ankara,Keçiören,Ayvalı Mah.,4
12000,3+1,145,3.0,Ankara,Sincan,Alcı Mah.,4
32000,3+1,100,38.0,Ankara,Çankaya,Emek Mah.,4
20000,2+1,89,29.0,Ankara,Çankaya,Cebeci Mah.,3
13000,2+1,90,20.0,Ankara,Keçiören,Kuşcağız Mah.,3
32000,3+1,135,36.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.,4
21500,3+1,135,15.0,Ankara,Etimesgut,İstasyon Mah.,4
23500,3+1,100,26.0,Ankara,Çankaya,Şehit Cevdet Özdemir Mah.,4
28500,3+1,130,50.0,Ankara,Çankaya,Küçükesat Mah.,4
28500,3+1,130,50.0,Ankara,Çankaya,Küçükesat Mah.,4
