Price (TL),Room,Size (m²),Building Age,IL,ILCE,Neighborhood
22750,1+1,60,3.0,Ankara,Etimesgut,Devlet Mah.
24500,4+1,180,12.0,Ankara,Etimesgut,Alsancak Mah.
15500,2+1,95,25.0,Ankara,Etimesgut,Alsancak Mah.
45000,3+1,145,30.0,Ankara,Çankaya,Büyükesat Mah.
13750,2+1,100,10.0,Ankara,Keçiören,Bağlarbaşı Mah.
16000,2+1,95,18.0,Ankara,Sincan,Mareşal Çakmak Mah.
13500,3+1,100,36.0,Ankara,Keçiören,Bağlarbaşı Mah.
36500,2+1,130,1.0,Ankara,Çankaya,Kırkkonaklar Mah.
19000,3+1,145,2.0,Ankara,Mamak,Dutluk Mah.
60000,4+1,180,20.0,Ankara,Etimesgut,Erler Mah.
25000,3+1,130,25.0,Ankara,Çankaya,Huzur Mah.
30000,3+1,130,40.0,Ankara,Çankaya,Oğuzlar Mah.
21000,3+1,135,35.0,Ankara,Keçiören,Kanuni Mah.
21000,3+1,125,20.0,Ankara,Etimesgut,Topçu Mah.
40000,3+1,140,35.0,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mah.
37000,3+1,140,25.0,Ankara,Çankaya,Büyükesat Mah.
37500,2+1,130,5.0,Ankara,Çankaya,İlkbahar Mah.
20250,1+1,55,10.0,Ankara,Etimesgut,Altay Mah.
17500,3+1,130,30.0,Ankara,Çankaya,Ertuğrulgazi Mah.
35000,3+1,160,18.0,Ankara,Çankaya,Birlik Mah.
21000,3+1,115,16.0,Ankara,Mamak,Cengizhan Mah.
28000,1+1,55,1.0,Ankara,Yenimahalle,İnönü Mah.
25000,3+1,155,6.0,Ankara,Mamak,General Zeki Doğan Mah.
30000,2+1,110,20.0,Ankara,Çankaya,İlkadım Mah.
25000,3+1,145,18.0,Ankara,Keçiören,Esertepe Mah.
14000,3+1,100,15.0,Ankara,Çankaya,Malazgirt Mah.
38000,4+1,180,11.0,Ankara,Etimesgut,Yeni Bağlıca Mah.
27000,3+1,130,20.0,Ankara,Çankaya,Cevizlidere Mah.
42500,2+1,90,4.0,Ankara,Çankaya,Anıttepe Mah.
17000,3+1,125,25.0,Ankara,Altındağ,Güneşevler Mah.
20500,3+1,135,,Ankara,Sincan,Mustafa Kemal Mah.
21000,3+1,170,7.0,Ankara,Mamak,Akşemsettin Mah.
15000,2+1,95,25.0,Ankara,Keçiören,Ayvalı Mah.
32000,3+1,130,,Ankara,Keçiören,Yükseltepe Mah.
22000,3+1,140,1.0,Ankara,Çankaya,Mimar Sinan Mah.
24500,3+1,150,10.0,Ankara,Yenimahalle,Çiğdemtepe Mah.
27000,3+1,135,30.0,Ankara,Çankaya,Maltepe Mah.
18000,3+1,120,15.0,Ankara,Etimesgut,Kazım Karabekir Mah.
15000,3+1,135,20.0,Ankara,Polatlı,Şehitlik Mah.
26500,3+1,125,6.0,Ankara,Yenimahalle,Demetlale Mah.
20000,3+1,110,30.0,Ankara,Keçiören,Pınarbaşı Mah.
29000,2+1,65,30.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
45000,4+1,190,8.0,Ankara,Etimesgut,Bağlıca Mah.
19000,3+1,115,30.0,Ankara,Keçiören,Emrah Mah.
32000,4+1,145,17.0,Ankara,Çankaya,Akpınar Mah.
16000,3+1,140,22.0,Ankara,Mamak,Mehtap Mah.
24000,3+1,105,42.0,Ankara,Çankaya,Muhsin Ertuğrul Mah.
25000,3+1,130,30.0,Ankara,Yenimahalle,Demetgül Mah.
29000,3+1,115,45.0,Ankara,Çankaya,Güzeltepe Mah.
14500,3+1,120,10.0,Ankara,Keçiören,Güzelyurt Mah.
34000,1+1,50,,Ankara,Gölbaşı,İncek Mah.
17000,1+1,55,25.0,Ankara,Etimesgut,Tunahan Mah.
55000,3+1,160,11.0,Ankara,Çankaya,Aziziye Mah.
16500,3+1,110,15.0,Ankara,Mamak,General Zeki Doğan Mah.
20000,1+1,100,10.0,Ankara,Etimesgut,Piyade Mah.
18000,3+1,125,27.0,Ankara,Sincan,Gazi Osmanpaşa Mah.
17000,3+1,140,15.0,Ankara,Keçiören,Etlik Mah.
42000,4+1,180,17.0,Ankara,Etimesgut,Göksu Mah.
22000,3+1,90,30.0,Ankara,Etimesgut,Tunahan Mah.
32000,3+1,125,25.0,Ankara,Çankaya,Sokullu Mehmet Paşa Mah.
25000,1+1,58,5.0,Ankara,Yenimahalle,Ergazi Mah.
50000,3+1,135,35.0,Ankara,Çankaya,Söğütözü Mah.
24000,3+1,160,25.0,Ankara,Yenimahalle,Tepealtı Mah.
25000,3+1,110,26.0,Ankara,Yenimahalle,Kardelen Mah.
21000,2+1,95,30.0,Ankara,Çankaya,Erzurum Mah.
25000,1+1,60,,Ankara,Çankaya,Metin Oktay Mah.
34000,3+1,160,15.0,Ankara,Etimesgut,Bağlıca Mah.
22000,2+1,70,18.0,Ankara,Yenimahalle,Varlık Mah.
31500,3+1,135,30.0,Ankara,Çankaya,Çiğdem Mah.
13500,1+1,70,31.0,Ankara,Altındağ,Aydınlıkevler Mah.
30000,5+1,230,20.0,Ankara,Etimesgut,Kazım Karabekir Mah.
73000,6+1,363,,Ankara,Gölbaşı,Kızılcaşar Mah.
55000,4+1,175,18.0,Ankara,Çankaya,Çukurambar Mah.
21000,3+1,140,8.0,Ankara,Sincan,Mareşal Çakmak Mah.
20000,3+1,130,37.0,Ankara,Keçiören,Tepebaşı Mah.
25000,3+1,120,36.0,Ankara,Çankaya,Çamlıtepe Mah.
32000,3+1,115,35.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
18000,3+1,110,35.0,Ankara,Altındağ,Zübeyde Hanım Mah.
47500,2+1,110,2.0,Ankara,Çankaya,Alacaatlı Mah.
35500,2+1,97,6.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
28000,3+1,125,20.0,Ankara,Keçiören,Sancaktepe Mah.
24000,3+3,120,18.0,Ankara,Yenimahalle,Yeniçağ Mah.
30000,3+1,120,5.0,Ankara,Çankaya,İlkbahar Mah.
21000,3+1,110,30.0,Ankara,Yenimahalle,Barış Mah.
25250,2+1,95,40.0,Ankara,Çankaya,Mebusevleri Mah.
50000,4+13,170,20.0,Ankara,Çankaya,Çukurambar Mah.
37000,3+1,140,30.0,Ankara,Çankaya,Birlik Mah.
42000,2+1,85,,Ankara,Çankaya,Bahçelievler Mah.
22000,4+1,192,15.0,Ankara,Etimesgut,Turkuaz Mah.
20000,3+1,125,30.0,Ankara,Keçiören,Tepebaşı Mah.
54000,4+1,220,5.0,Ankara,Gölbaşı,Kızılcaşar Mah.
19500,2+1,90,20.0,Ankara,Çankaya,İlkadım Mah.
18000,3+1,115,20.0,Ankara,Etimesgut,Topçu Mah.
15000,2+1,120,35.0,Ankara,Çankaya,Sokullu Mehmet Paşa Mah.
18500,3+1,85,37.0,Ankara,Çankaya,Harbiye Mah.
14000,3+1,110,35.0,Ankara,Keçiören,Pınarbaşı Mah.
23000,2+1,95,30.0,Ankara,Altındağ,Aydınlıkevler Mah.
22000,3+1,140,21.0,Ankara,Sincan,Atatürk Mah.
34500,3+1,120,20.0,Ankara,Çankaya,Hilal Mah.
28000,2+1,75,45.0,Ankara,Çankaya,Bahçelievler Mah.
18000,3+1,120,32.0,Ankara,Yenimahalle,Demetlale Mah.
22000,2+1,90,45.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.
20000,3+1,125,13.0,Ankara,Etimesgut,İstasyon Mah.
15000,2+1,120,40.0,Ankara,Mamak,Demirlibahçe Mah.
25000,2+1,90,,Ankara,Gölbaşı,İncek Mah.
27500,3+1,145,11.0,Ankara,Çankaya,Kırkkonaklar Mah.
15500,3+1,90,35.0,Ankara,Mamak,Şafaktepe Mah.
34850,2+1,100,5.0,Ankara,Yenimahalle,Yeni Batı Mah.
16000,Stüdyo,30,6.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
15000,3+1,140,15.0,Ankara,Polatlı,Cumhuriyet Mah.
40000,3+1,125,31.0,Ankara,Çankaya,Çankaya Mah.
33000,1+1,80,2.0,Ankara,Çankaya,Güvenevler Mah.
24500,1+1,55,,Ankara,Gölbaşı,Taşpınar Mah.
22000,Stüdyo,50,15.0,Ankara,Çankaya,Emek Mah.
24000,3+1,110,39.0,Ankara,Çankaya,Kavaklıdere Mah.
23000,3+1,115,45.0,Ankara,Çankaya,Çamlıtepe Mah.
27500,3+1,130,32.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
28000,3+1,115,35.0,Ankara,Çankaya,Harbiye Mah.
20000,3+1,110,18.0,Ankara,Çankaya,Osman Temiz Mah.
32000,2+1,105,4.0,Ankara,Etimesgut,Eryaman Mah.
24999,1+1,86,3.0,Ankara,Yenimahalle,Yeni Batı Mah.
60000,4+1,179,14.0,Ankara,Çankaya,Birlik Mah.
29500,3+1,120,30.0,Ankara,Çankaya,Keklik Pınarı Mah.
20000,2+1,80,6.0,Ankara,Mamak,Diriliş Mah.
15500,2+1,90,10.0,Ankara,Mamak,Karaağaç Mah.
22000,1+1,50,,Ankara,Gölbaşı,Taşpınar Mah.
34000,2+1,78,35.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
25500,3+1,135,27.0,Ankara,Yenimahalle,Ergazi Mah.
26000,1+1,60,3.0,Ankara,Çankaya,Güzeltepe Mah.
28000,3+1,150,17.0,Ankara,Çankaya,Mürsel Uluç Mah.
17000,3+1,95,30.0,Ankara,Mamak,Saimekadın Mah.
22000,3+1,130,11.0,Ankara,Yenimahalle,Yeşilevler Mah.
19000,3+1,117,20.0,Ankara,Keçiören,Basınevleri Mah.
35000,3+1,155,26.0,Ankara,Çankaya,Çayyolu Mah.
28000,3+1,135,24.0,Ankara,Yenimahalle,Kentkoop Mah.
24000,3+1,132,16.0,Ankara,Gölbaşı,Örencik Mah.
49000,3+1,170,20.0,Ankara,Çankaya,Çukurambar Mah.
18500,1+1,73,19.0,Ankara,Etimesgut,Göksu Mah.
14500,2+1,105,31.0,Ankara,Yenimahalle,25 Mart Mah.
25000,3+1,125,20.0,Ankara,Yenimahalle,Kardelen Mah.
17000,2+1,100,18.0,Ankara,Keçiören,Sancaktepe Mah.
27000,3+1,110,35.0,Ankara,Çankaya,Birlik Mah.
18500,2+1,93,38.0,Ankara,Altındağ,Aydınlıkevler Mah.
30000,1+1,65,31.0,Ankara,Çankaya,Balgat Mah.
25000,3+1,130,40.0,Ankara,Çankaya,İlkadım Mah.
18000,3+1,120,33.0,Ankara,Çankaya,Ertuğrulgazi Mah.
24500,2+1,100,40.0,Ankara,Yenimahalle,Gazi Mah.
20000,3+1,130,21.0,Ankara,Keçiören,Aşağı Eğlence Mah.
35000,3+1,150,35.0,Ankara,Çankaya,Anıttepe Mah.
18000,3+0,130,30.0,Ankara,Keçiören,Şenlik Mah.
20500,3+1,110,30.0,Ankara,Yenimahalle,Ergazi Mah.
22000,3+1,125,22.0,Ankara,Çankaya,Osman Temiz Mah.
13000,3+1,105,28.0,Ankara,Mamak,Şafaktepe Mah.
25000,2+1,100,25.0,Ankara,Mamak,Şafaktepe Mah.
16500,3+1,120,20.0,Ankara,Keçiören,19 Mayıs Mah.
30000,2+1,140,30.0,Ankara,Çankaya,Anıttepe Mah.
26000,1+1,55,5.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
15000,3+1,110,20.0,Ankara,Sincan,Ertuğrulgazi Mah.
30000,3+1,130,20.0,Ankara,Altındağ,Aydınlıkevler Mah.
34000,5+1,220,18.0,Ankara,Çankaya,Kırkkonaklar Mah.
40000,1+1,90,1.0,Ankara,Yenimahalle,Emniyet Mah.
20000,2+1,95,40.0,Ankara,Çankaya,Sağlık Mah.
24000,3+1,110,1.0,Ankara,Altındağ,Doğantepe Mah.
15000,Stüdyo,55,30.0,Ankara,Çankaya,Emek Mah.
20000,2+1,90,30.0,Ankara,Altındağ,Aydınlıkevler Mah.
30000,3+1,150,18.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
45000,3+1,120,35.0,Ankara,Çankaya,Büyükesat Mah.
22000,3+1,120,27.0,Ankara,Keçiören,İncirli Mah.
25000,2+1,80,22.0,Ankara,Çankaya,Korkutreis Mah.
31000,2+1,95,12.0,Ankara,Yenimahalle,Ragıp Tüzün Mah.
18000,2+1,85,26.0,Ankara,Çankaya,İleri Mah.
30000,2+1,100,40.0,Ankara,Çankaya,Anıttepe Mah.
20000,3+1,110,35.0,Ankara,Çankaya,Cebeci Mah.
23000,2+1,95,23.0,Ankara,Çankaya,Naci Çakır Mah.
20000,2+1,70,35.0,Ankara,Yenimahalle,Varlık Mah.
20600,1+1,67,6.0,Ankara,Yenimahalle,Serhat Mah.
14000,3+1,95,30.0,Ankara,Mamak,Demirlibahçe Mah.
12500,3+1,105,30.0,Ankara,Keçiören,Tepebaşı Mah.
24000,3+1,110,40.0,Ankara,Keçiören,Aşağı Eğlence Mah.
15500,2+1,84,12.0,Ankara,Etimesgut,Atayurt Mah.
8000,1+1,65,20.0,Ankara,Mamak,Gülveren Mah.
47500,3+0,170,25.0,Ankara,Çankaya,Mutlukent Mah.
21000,3+1,125,35.0,Ankara,Altındağ,Hacettepe Mah.
24000,1+1,60,6.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
15500,3+1,125,18.0,Ankara,Sincan,Pınarbaşı Mah.
35000,3+1,165,33.0,Ankara,Keçiören,Aşağı Eğlence Mah.
17500,3+1,135,32.0,Ankara,Keçiören,Şenlik Mah.
34000,3+1,135,16.0,Ankara,Yenimahalle,Işınlar Mah.
22000,2+1,90,2.0,Ankara,Yenimahalle,Emniyet Mah.
30000,3+1,100,30.0,Ankara,Çankaya,Emek Mah.
30000,3+1,150,5.0,Ankara,Etimesgut,Güzelkent Mah.
37500,3+1,155,45.0,Ankara,Çankaya,Güvenevler Mah.
35000,3+1,150,32.0,Ankara,Çankaya,Oğuzlar Mah.
20000,2+1,80,25.0,Ankara,Mamak,Mehtap Mah.
60000,7+1,300,20.0,Ankara,Çankaya,Hilal Mah.
15000,3+1,120,20.0,Ankara,Keçiören,Güçlükaya Mah.
28500,3+1,110,43.0,Ankara,Çankaya,Güzeltepe Mah.
23000,2+1,100,45.0,Ankara,Çankaya,İşçi Blokları Mah.
42000,3+1,125,8.0,Ankara,Çankaya,Anıttepe Mah.
25000,3+1,130,25.0,Ankara,Çankaya,Osman Temiz Mah.
13000,2+1,105,6.0,Ankara,Sincan,Mareşal Çakmak Mah.
28000,3+1,130,12.0,Ankara,Etimesgut,Eryaman Mah.
31000,3+1,160,10.0,Ankara,Yenimahalle,Burç Mah.
36000,4+1,150,20.0,Ankara,Çankaya,Kırkkonaklar Mah.
10000,2+1,90,15.0,Ankara,Etimesgut,Piyade Mah.
15000,3+1,115,21.0,Ankara,Mamak,General Zeki Doğan Mah.
25000,1+1,45,,Ankara,Pursaklar,Tevfik İleri Mah.
25000,3+1,95,,Ankara,Gölbaşı,İncek Mah.
20000,3+2,210,15.0,Ankara,Sincan,Pınarbaşı Mah.
15000,2+1,105,16.0,Ankara,Etimesgut,Piyade Mah.
22000,3+1,140,15.0,Ankara,Yenimahalle,Ata Mah.
17500,3+1,95,42.0,Ankara,Altındağ,Aydınlıkevler Mah.
20000,3+1,125,20.0,Ankara,Keçiören,Aşağı Eğlence Mah.
28000,3+1,140,25.0,Ankara,Çankaya,Aşağı Öveçler Mah.
27000,2+1,90,30.0,Ankara,Mamak,Balkiraz Mah.
19000,3+1,120,23.0,Ankara,Keçiören,Aşağı Eğlence Mah.
27000,3+1,135,18.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
62000,3+1,171,1.0,Ankara,Yenimahalle,Emniyet Mah.
25000,3+1,125,30.0,Ankara,Keçiören,Etlik Mah.
52000,4+1,240,5.0,Ankara,Çankaya,Alacaatlı Mah.
18000,3+1,110,30.0,Ankara,Mamak,Balkiraz Mah.
25900,1+1,55,5.0,Ankara,Yenimahalle,Ergazi Mah.
15250,3+1,140,15.0,Ankara,Mamak,Mutlu Mah.
27500,2+1,95,16.0,Ankara,Etimesgut,Eryaman Mah.
25000,3+1,120,25.0,Ankara,Yenimahalle,Ragıp Tüzün Mah.
54000,2+1,125,12.0,Ankara,Çankaya,Yıldızevler Mah.
55000,3+1,110,,Ankara,Çankaya,Kazım Özalp Mah.
44000,2+1,105,10.0,Ankara,Çankaya,Beytepe Mah.
14500,Stüdyo,40,,Ankara,Etimesgut,Bağlıca Mah.
17000,2+1,110,20.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.
14900,3+1,100,45.0,Ankara,Keçiören,Tepebaşı Mah.
11250,2+1,85,15.0,Ankara,Mamak,Zirvekent Mah.
16000,3+1,125,20.0,Ankara,Sincan,Ertuğrulgazi Mah.
35000,3+1,140,17.0,Ankara,Çankaya,Mustafa Kemal Mah.
12500,2+1,100,23.0,Ankara,Keçiören,23 Nisan Mah.
13500,3+1,120,26.0,Ankara,Sincan,Selçuklu Mah.
19500,3+1,145,15.0,Ankara,Keçiören,Yayla Mah.
15000,3+1,145,16.0,Ankara,Mamak,Kutlu Mah.
25000,2+1,105,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.
16000,3+1,130,6.0,Ankara,Mamak,Akşemsettin Mah.
22000,3+1,110,15.0,Ankara,Çankaya,Göktürk Mah.
14000,3+1,150,5.0,Ankara,Altındağ,Başpınar Mah.
45000,3+1,130,,Ankara,Çankaya,Anıttepe Mah.
20000,3+1,120,15.0,Ankara,Etimesgut,Topçu Mah.
15000,3+1,110,10.0,Ankara,Mamak,Cengizhan Mah.
31000,3+1,135,28.0,Ankara,Çankaya,Harbiye Mah.
40000,1+1,55,1.0,Ankara,Yenimahalle,İnönü Mah.
20000,3+1,125,15.0,Ankara,Etimesgut,Piyade Mah.
28000,3+1,160,18.0,Ankara,Çankaya,Birlik Mah.
15000,3+1,130,35.0,Ankara,Yenimahalle,Demetgül Mah.
16000,2+1,75,55.0,Ankara,Çankaya,Yıldızevler Mah.
35000,2+1,92,,Ankara,Çankaya,Maltepe Mah.
19250,2+1,105,4.0,Ankara,Keçiören,Yükseltepe Mah.
35000,4+1,160,7.0,Ankara,Yenimahalle,Çarşı Mah.
16000,3+1,120,25.0,Ankara,Sincan,Selçuklu Mah.
29000,2+1,100,35.0,Ankara,Yenimahalle,Varlık Mah.
18000,3+1,110,30.0,Ankara,Çankaya,Ertuğrulgazi Mah.
23000,3+1,110,26.0,Ankara,Yenimahalle,Demetgül Mah.
35000,3+1,175,14.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
19000,3+1,120,30.0,Ankara,Keçiören,Etlik Mah.
18000,3+1,140,25.0,Ankara,Altındağ,Aydınlıkevler Mah.
17000,3+1,120,22.0,Ankara,Etimesgut,Kazım Karabekir Mah.
22000,3+1,120,30.0,Ankara,Keçiören,Tepebaşı Mah.
27500,4+1,140,15.0,Ankara,Yenimahalle,Turgut Özal Mah.
25000,4+1,170,8.0,Ankara,Mamak,Durali Alıç Mah.
55000,3+1,170,11.0,Ankara,Çankaya,Aziziye Mah.
24000,3+1,125,30.0,Ankara,Keçiören,Emrah Mah.
14000,3+1,121,30.0,Ankara,Sincan,Gazi Osmanpaşa Mah.
22000,1+1,50,,Ankara,Çankaya,Yukarı Dikmen Mah.
18000,1+1,50,28.0,Ankara,Etimesgut,Şeyh Şamil Mah.
15000,3+1,110,20.0,Ankara,Mamak,Abidinpaşa Mah.
56000,4+1,196,6.0,Ankara,Çankaya,İlkbahar Mah.
45500,4+0,200,10.0,Ankara,Etimesgut,Yeni Bağlıca Mah.
28000,3+1,125,35.0,Ankara,Çankaya,Çamlıtepe Mah.
16250,3+1,125,15.0,Ankara,Mamak,Mutlu Mah.
26000,3+1,125,20.0,Ankara,Yenimahalle,Ergazi Mah.
30000,1+1,64,8.0,Ankara,Çankaya,İşçi Blokları Mah.
20000,2+1,90,15.0,Ankara,Mamak,Hürel Mah.
19000,3+1,115,25.0,Ankara,Çankaya,Mürsel Uluç Mah.
27000,3+1,130,30.0,Ankara,Yenimahalle,Demetgül Mah.
20000,2+1,100,38.0,Ankara,Çankaya,Arka Topraklık Mah.
16500,3+1,100,12.0,Ankara,Etimesgut,Elvan Mah.
72000,4+1,189,19.0,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mah.
26000,3+1,120,17.0,Ankara,Altındağ,Aydınlıkevler Mah.
32000,3+1,150,6.0,Ankara,Yenimahalle,Avcılar Mah.
28000,3+1,150,7.0,Ankara,Yenimahalle,Çiğdemtepe Mah.
25000,2+1,74,18.0,Ankara,Etimesgut,Tunahan Mah.
25000,2+1,50,,Ankara,Gölbaşı,Taşpınar Mah.
18000,3+1,115,35.0,Ankara,Keçiören,Şenlik Mah.
28000,2+1,95,33.0,Ankara,Çankaya,Büyükesat Mah.
17500,3+1,125,18.0,Ankara,Etimesgut,Atakent Mah.
40000,3+1,145,15.0,Ankara,Çankaya,Çiğdem Mah.
14000,3+1,130,,Ankara,Yenimahalle,Yakacık Mah.
25000,3+1,110,35.0,Ankara,Çankaya,Oran Mah.
43000,38+1,150,10.0,Ankara,Çankaya,Balgat Mah.
24000,3+1,100,28.0,Ankara,Etimesgut,Şeyh Şamil Mah.
22000,3+1,115,30.0,Ankara,Sincan,Fatih Mah.
45000,4+1,180,25.0,Ankara,Çankaya,Üniversiteler Mah.
30000,3+1,130,25.0,Ankara,Çankaya,İşçi Blokları Mah.
25000,3+1,160,19.0,Ankara,Etimesgut,Şeyh Şamil Mah.
13500,3+1,158,28.0,Ankara,Polatlı,Şehitlik Mah.
41000,3+1,110,25.0,Ankara,Çankaya,Koru Mah.
25500,3+1,125,20.0,Ankara,Etimesgut,Şeyh Şamil Mah.
17500,3+1,125,5.0,Ankara,Altındağ,Karapürçek Mah.
21000,3+1,120,11.0,Ankara,Gölbaşı,Seğmenler Mah.
28000,2+1,90,50.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
20000,3+1,135,15.0,Ankara,Etimesgut,Topçu Mah.
16000,3+1,110,35.0,Ankara,Sincan,Ulubatlı Hasan Mah.
36000,3+1,160,25.0,Ankara,Etimesgut,Fatih Sultan Mah.
36000,3+1,130,37.0,Ankara,Çankaya,Güvenevler Mah.
22500,3+1,135,21.0,Ankara,Çankaya,Aydınlar Mah.
22000,4+1,180,10.0,Ankara,Polatlı,Şehitlik Mah.
15000,3+1,105,35.0,Ankara,Mamak,Abidinpaşa Mah.
14500,3+1,130,15.0,Ankara,Polatlı,Gazi Mah.
26000,4+1,160,26.0,Ankara,Çankaya,Kırkkonaklar Mah.
14500,2+1,90,10.0,Ankara,Etimesgut,Atayurt Mah.
20000,2+1,95,40.0,Ankara,Çankaya,Bayraktar Mah.
26000,3+1,130,45.0,Ankara,Çankaya,Anıttepe Mah.
16500,3+1,110,13.0,Ankara,Keçiören,Uyanış Mah.
21000,4+1,170,30.0,Ankara,Keçiören,Etlik Mah.
20000,3+1,120,30.0,Ankara,Çankaya,Metin Oktay Mah.
28000,3+1,145,20.0,Ankara,Çankaya,Ata Mah.
32000,3+1,120,25.0,Ankara,Çankaya,Balgat Mah.
30000,1+1,60,,Ankara,Çankaya,Yukarı Bahçelievler Mah.
20000,3+1,120,35.0,Ankara,Çankaya,Sokullu Mehmet Paşa Mah.
10000,2+1,80,30.0,Ankara,Altındağ,Örnek Mah.
13000,2+1,70,30.0,Ankara,Sincan,Fatih Mah.
17250,3+1,115,18.0,Ankara,Etimesgut,Atakent Mah.
24000,2+1,85,,Ankara,Gölbaşı,İncek Mah.
17500,3+1,118,30.0,Ankara,Sincan,Akşemsettin Mah.
27500,3+1,160,25.0,Ankara,Yenimahalle,Kentkoop Mah.
13250,1+1,55,2.0,Ankara,Çubuk,Esenboğa Merkez Mah.
28000,2+1,60,,Ankara,Yenimahalle,Gazi Mah.
42000,2+1,100,5.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
21000,3+1,100,35.0,Ankara,Çankaya,Harbiye Mah.
30000,3+1,130,13.0,Ankara,Çankaya,Keklik Pınarı Mah.
25000,3+1,120,15.0,Ankara,Çankaya,Öveçler Mah.
17250,3+1,120,28.0,Ankara,Keçiören,Güçlükaya Mah.
18500,2+1,100,15.0,Ankara,Çankaya,Kırkkonaklar Mah.
18000,2+1,100,60.0,Ankara,Çankaya,Kavaklıdere Mah.
28000,1+1,80,25.0,Ankara,Çankaya,Beytepe Mah.
36500,3+1,130,50.0,Ankara,Çankaya,Güvenevler Mah.
35000,2+1,90,,Ankara,Çankaya,Yukarı Bahçelievler Mah.
27000,3+1,130,22.0,Ankara,Yenimahalle,Demetlale Mah.
20000,3+1,120,20.0,Ankara,Keçiören,Aşağı Eğlence Mah.
25000,3+1,120,20.0,Ankara,Yenimahalle,Demetevler Mah.
24000,1+1,69,5.0,Ankara,Gölbaşı,Kızılcaşar Mah.
55000,2+1,170,29.0,Ankara,Çankaya,100. Yıl Mah.
30000,1+1,100,1.0,Ankara,Gölbaşı,İncek Mah.
25250,1+1,70,70.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
30000,2+1,90,40.0,Ankara,Çankaya,100. Yıl Mah.
21000,3+1,125,15.0,Ankara,Keçiören,İncirli Mah.
15000,2+1,120,45.0,Ankara,Mamak,Demirlibahçe Mah.
32000,1+1,65,,Ankara,Çankaya,Çankaya Mah.
24000,2+1,150,50.0,Ankara,Çankaya,Esatoğlu Mah.
21000,3+1,112,15.0,Ankara,Gölbaşı,Eymir Mah.
23000,3+1,120,25.0,Ankara,Yenimahalle,Kentkoop Mah.
20000,3+1,140,5.0,Ankara,Polatlı,Şehitlik Mah.
18000,3+1,140,32.0,Ankara,Keçiören,Yakacık Mah.
27500,3+1,105,40.0,Ankara,Yenimahalle,Emniyet Mah.
21000,3+1,120,15.0,Ankara,Keçiören,İncirli Mah.
26000,3+1,135,25.0,Ankara,Çankaya,Ata Mah.
20000,3+1,120,30.0,Ankara,Çankaya,Fakülteler Mah.
15000,3+1,115,30.0,Ankara,Keçiören,Yakacık Mah.
22500,1+1,60,6.0,Ankara,Çankaya,Kırkkonaklar Mah.
21000,3+1,105,25.0,Ankara,Çankaya,Osman Temiz Mah.
18000,3+1,120,40.0,Ankara,Keçiören,Yakacık Mah.
29500,3+1,120,20.0,Ankara,Altındağ,Aydınlıkevler Mah.
39000,3+1,115,38.0,Ankara,Çankaya,Mebusevleri Mah.
20000,3+1,109,35.0,Ankara,Çankaya,Oğuzlar Mah.
36000,2+1,75,,Ankara,Çankaya,Emek Mah.
22500,1+1,75,25.0,Ankara,Etimesgut,Tunahan Mah.
17000,2+1,110,11.0,Ankara,Keçiören,Esertepe Mah.
15500,4+1,165,26.0,Ankara,Sincan,Mareşal Çakmak Mah.
27000,3+1,130,18.0,Ankara,Çankaya,Aşağı Öveçler Mah.
18000,2+1,100,30.0,Ankara,Keçiören,Pınarbaşı Mah.
16000,3+1,115,19.0,Ankara,Mamak,General Zeki Doğan Mah.
26000,2+1,95,,Ankara,Gölbaşı,İncek Mah.
27000,3+1,135,25.0,Ankara,Çankaya,Osman Temiz Mah.
21000,3+1,155,15.0,Ankara,Sincan,Pınarbaşı Mah.
25000,3+1,150,14.0,Ankara,Etimesgut,Süvari Mah.
35000,4+1,220,4.0,Ankara,Keçiören,Yükseltepe Mah.
36000,4+1,170,18.0,Ankara,Çankaya,Ata Mah.
15000,3+1,120,18.0,Ankara,Keçiören,Etlik Mah.
27000,3+1,120,12.0,Ankara,Etimesgut,Eryaman Mah.
16000,3+1,110,19.0,Ankara,Etimesgut,Elvan Mah.
36000,5+1,300,20.0,Ankara,Çankaya,Bağcılar Mah.
32500,1+1,109,35.0,Ankara,Altındağ,Aydınlıkevler Mah.
40000,2+1,70,,Ankara,Çankaya,Kazım Özalp Mah.
