Title,Price (TL),Date,Location,Room,Size (m²),Building Age,Floor,Link,Page,Price per m² (TL)
"125 Square Meters Apartment For Rent in Sincan, Ankara",16000,06-03-2025,Ankara / Sincan / Fatih Mah.,3+1,125,25.0,3.,https://www.hepsiemlak.com/en/ankara-sincan-fatih-kiralik/daire/66658-1534,76,128.0
"55 Square Meters Apartment For Rent in Çankaya, Ankara",44000,07-03-2025,Ankara / Çankaya / Çukurambar Mah.,1+1,55,,10.,https://www.hepsiemlak.com/en/ankara-cankaya-cukurambar-kiralik/daire/132061-101,76,800.0
"180 Square Meters Apartment For Rent in Etimesgut, Ankara",31000,09-03-2025,Ankara / Etimesgut / Piyade Mah.,3+1,180,17.0,Top,https://www.hepsiemlak.com/en/ankara-etimesgut-piyade-kiralik/daire/27549-2017,76,172.22222222222223
"160 Square Meters Apartment For Rent in Mamak, Ankara",24990,26-02-2025,Ankara / Mamak / Kartaltepe Mah.,3+1,160,9.0,7.,https://www.hepsiemlak.com/en/ankara-mamak-kartaltepe-kiralik/daire/151336-45,76,156.1875
"135 Square Meters Apartment For Rent in Çankaya, Ankara",24000,19-03-2025,Ankara / Çankaya / Aşağı Öveçler Mah.,3+1,135,28.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-asagi-ovecler-kiralik/daire/6974-4230,76,177.77777777777777
"175 Square Meters Apartment For Rent in Etimesgut, Ankara",25000,25-02-2025,Ankara / Etimesgut / Topçu Mah.,3+1,175,22.0,5.,https://www.hepsiemlak.com/en/ankara-etimesgut-topcu-kiralik/daire/15487-2807,76,142.85714285714286
"48 Square Meters Apartment For Rent in Gölbaşı, Ankara",26500,15-03-2025,Ankara / Gölbaşı / Kızılcaşar Mah.,1+1,48,7.0,19.,https://www.hepsiemlak.com/en/ankara-golbasi-kizilcasar-kiralik/daire/40409-5267,76,552.0833333333334
"110 Square Meters Apartment For Rent in Sincan, Ankara",14500,12-03-2025,Ankara / Sincan / 29 Ekim Mah.,3+1,110,10.0,1.,https://www.hepsiemlak.com/en/ankara-sincan-29-ekim-kiralik/daire/151153-63,76,131.8181818181818
"110 Square Meters Apartment For Rent in Çankaya, Ankara",28000,18-03-2025,Ankara / Çankaya / Aşıkpaşa Mah.,3+1,110,,Middle,https://www.hepsiemlak.com/en/ankara-cankaya-asikpasa-kiralik/daire/98392-136,77,254.54545454545453
"90 Square Meters Apartment For Rent in Çankaya, Ankara",21000,07-03-2025,Ankara / Çankaya / Sokullu Mehmet Paşa Mah.,2+1,90,30.0,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-sokullu-mehmet-pasa-kiralik/daire/119164-2854,77,233.33333333333334
"135 Square Meters Apartment For Rent in Mamak, Ankara",18000,13-03-2025,Ankara / Mamak / Araplar Mah.,3+0,135,10.0,2.,https://www.hepsiemlak.com/en/ankara-mamak-araplar-kiralik/daire/151830-27,77,133.33333333333334
"125 Square Meters Apartment For Rent in Keçiören, Ankara",22000,14-03-2025,Ankara / Keçiören / Tepebaşı Mah.,3+1,125,25.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-tepebasi-kiralik/daire/66838-1030,77,176.0
"72 Square Meters Apartment For Rent in Etimesgut, Ankara",23500,03-03-2025,Ankara / Etimesgut / Tunahan Mah.,1+1,72,20.0,Top,https://www.hepsiemlak.com/en/ankara-etimesgut-tunahan-kiralik/daire/19093-5300,77,326.3888888888889
"105 Square Meters Apartment For Rent in Keçiören, Ankara",24000,25-02-2025,Ankara / Keçiören / Kavacık Subayevleri Mah.,3+1,105,30.0,Top,https://www.hepsiemlak.com/en/ankara-kecioren-kavacik-subayevleri-kiralik/daire/114467-356,77,228.57142857142858
"170 Square Meters Apartment For Rent in Gölbaşı, Ankara",37500,27-02-2025,Ankara / Gölbaşı / İncek Mah.,3+1,170,4.0,4.,https://www.hepsiemlak.com/en/ankara-golbasi-incek-kiralik/daire/100196-108,77,220.58823529411765
"185 Square Meters Apartment For Rent in Etimesgut, Ankara",33000,22-03-2025,Ankara / Etimesgut / Göksu Mah.,4+1,185,,4.,https://www.hepsiemlak.com/en/ankara-etimesgut-goksu-kiralik/daire/132472-1178,77,178.3783783783784
"65 Square Meters Apartment For Rent in Gölbaşı, Ankara",27500,23-02-2025,Ankara / Gölbaşı / Kızılcaşar Mah.,1+1,65,2.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-golbasi-kizilcasar-kiralik/daire/148919-184,77,423.0769230769231
"120 Square Meters Apartment For Rent in Sincan, Ankara",15500,27-02-2025,Ankara / Sincan / Atatürk Mah.,3+1,120,28.0,3.,https://www.hepsiemlak.com/en/ankara-sincan-ataturk-kiralik/daire/130172-4758,77,129.16666666666666
"75 Square Meters Apartment For Rent in Mamak, Ankara",12000,04-03-2025,Ankara / Mamak / General Zeki Doğan Mah.,2+1,75,30.0,Ground,https://www.hepsiemlak.com/en/ankara-mamak-general-zeki-dogan-kiralik/daire/153402-2,77,160.0
"145 Square Meters Apartment For Rent in Mamak, Ankara",30000,10-03-2025,Ankara / Mamak / Ege Mah.,3+1,145,5.0,6.,https://www.hepsiemlak.com/en/ankara-mamak-ege-kiralik/daire/128501-1446,77,206.89655172413794
"165 Square Meters Apartment For Rent in Çankaya, Ankara",45000,23-02-2025,Ankara / Çankaya / Keklik Pınarı Mah.,4+1,165,,6.,https://www.hepsiemlak.com/en/ankara-cankaya-keklik-pinari-kiralik/daire/69789-241,77,272.72727272727275
"85 Square Meters Apartment For Rent in Yenimahalle, Ankara",20000,24-02-2025,Ankara / Yenimahalle / Tepealtı Mah.,2+1,85,25.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-yenimahalle-tepealti-kiralik/daire/4156-1260,77,235.2941176470588
"140 Square Meters Apartment For Rent in Altındağ, Ankara",22000,07-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,3+1,140,35.0,1.,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/68764-1297,77,157.14285714285714
"118 Square Meters Apartment For Rent in Keçiören, Ankara",15500,20-03-2025,Ankara / Keçiören / Şehit Kubilay Mah.,3+1,118,20.0,1.,https://www.hepsiemlak.com/en/ankara-kecioren-sehit-kubilay-kiralik/daire/146435-29,77,131.35593220338984
"100 Square Meters Apartment For Rent in Altındağ, Ankara",14500,03-03-2025,Ankara / Altındağ / Gültepe Mah.,2+1,100,25.0,Middle,https://www.hepsiemlak.com/en/ankara-altindag-gultepe-kiralik/daire/126630-78,77,145.0
"145 Square Meters Apartment For Rent in Çankaya, Ankara",29000,14-03-2025,Ankara / Çankaya / Güvenevler Mah.,3+1,145,35.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-guvenevler-kiralik/daire/131459-458,77,200.0
"128 Square Meters Apartment For Rent in Sincan, Ankara",13500,05-03-2025,Ankara / Sincan / Mustafa Kemal Mah.,3+1,128,25.0,4.,https://www.hepsiemlak.com/en/ankara-sincan-mustafa-kemal-kiralik/daire/144760-36,77,105.46875
"140 Square Meters Apartment For Rent in Keçiören, Ankara",17000,26-02-2025,Ankara / Keçiören / Çaldıran Mah.,3+1,140,18.0,Underground 2,https://www.hepsiemlak.com/en/ankara-kecioren-caldiran-kiralik/daire/151854-6,77,121.42857142857143
"100 Square Meters Apartment For Rent in Keçiören, Ankara",13000,15-03-2025,Ankara / Keçiören / Osmangazi Mah.,2+1,100,10.0,Ground,https://www.hepsiemlak.com/en/ankara-kecioren-osmangazi-kiralik/daire/151542-16,77,130.0
"135 Square Meters Apartment For Rent in Çankaya, Ankara",41000,26-02-2025,Ankara / Çankaya / Çayyolu Mah.,3+1,135,30.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-cayyolu-kiralik/daire/106043-219,77,303.7037037037037
"120 Square Meters Apartment For Rent in Keçiören, Ankara",18000,17-03-2025,Ankara / Keçiören / Basınevleri Mah.,3+1,120,25.0,1.,https://www.hepsiemlak.com/en/ankara-kecioren-basinevleri-kiralik/daire/111176-2276,77,150.0
"125 Square Meters Apartment For Rent in Etimesgut, Ankara",18500,27-02-2025,Ankara / Etimesgut / Alsancak Mah.,3+1,125,17.0,3.,https://www.hepsiemlak.com/en/ankara-etimesgut-alsancak-kiralik/daire/89801-1505,77,148.0
"70 Square Meters Apartment For Rent in Altındağ, Ankara",13000,21-03-2025,Ankara / Altındağ / Örnek Mah.,2+1,70,52.0,Middle,https://www.hepsiemlak.com/en/ankara-altindag-ornek-kiralik/daire/96095-688,78,185.71428571428572
"125 Square Meters Apartment For Rent in Keçiören, Ankara",16000,22-02-2025,Ankara / Keçiören / Kamil Ocak Mah.,3+1,125,20.0,1.,https://www.hepsiemlak.com/en/ankara-kecioren-kamil-ocak-kiralik/daire/144668-79,78,128.0
"170 Square Meters Apartment For Rent in Çankaya, Ankara",35000,27-02-2025,Ankara / Çankaya / Yaşamkent Mah.,4+1,170,16.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-yasamkent-kiralik/daire/4846-5265,78,205.88235294117646
"125 Square Meters Apartment For Rent in Sincan, Ankara",20000,05-03-2025,Ankara / Sincan / Menderes Mah.,3+1,125,,Middle,https://www.hepsiemlak.com/en/ankara-sincan-menderes-kiralik/daire/151938-1,78,160.0
"200 Square Meters Apartment For Rent in Keçiören, Ankara",39000,08-03-2025,Ankara / Keçiören / Ovacık Mah.,4+1,200,3.0,5.,https://www.hepsiemlak.com/en/ankara-kecioren-ovacik-kiralik/daire/144059-110,78,195.0
"135 Square Meters Apartment For Rent in Yenimahalle, Ankara",21000,10-03-2025,Ankara / Yenimahalle / Esentepe Mah.,3+1,135,26.0,2.,https://www.hepsiemlak.com/en/ankara-yenimahalle-esentepe-kiralik/daire/34908-1517,78,155.55555555555554
"155 Square Meters Apartment For Rent in Çankaya, Ankara",27000,04-03-2025,Ankara / Çankaya / Akpınar Mah.,3+1,155,17.0,Middle,https://www.hepsiemlak.com/en/ankara-cankaya-akpinar-kiralik/daire/27590-4693,78,174.19354838709677
"120 Square Meters Apartment For Rent in Sincan, Ankara",17000,11-03-2025,Ankara / Sincan / Menderes Mah.,3+1,120,9.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-sincan-menderes-kiralik/daire/137710-284,78,141.66666666666666
"45 Square Meters Apartment For Rent in Çubuk, Ankara",10000,14-03-2025,Ankara / Çubuk / Dumlupınar Mah.,1+1,45,,1.,https://www.hepsiemlak.com/en/ankara-cubuk-dumlupinar-kiralik/daire/141823-109,78,222.22222222222223
"125 Square Meters Apartment For Rent in Çankaya, Ankara",30500,03-03-2025,Ankara / Çankaya / Anıttepe Mah.,4+1,125,40.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-anittepe-kiralik/daire/3053-2377,78,244.0
"150 Square Meters Apartment For Rent in Altındağ, Ankara",30000,16-03-2025,Ankara / Altındağ / Hacettepe Mah.,3+1,150,4.0,Middle,https://www.hepsiemlak.com/en/ankara-altindag-hacettepe-kiralik/daire/103491-41,78,200.0
"100 Square Meters Apartment For Rent in Etimesgut, Ankara",21000,22-03-2025,Ankara / Etimesgut / Yapracık Mah.,2+1,100,,11.,https://www.hepsiemlak.com/en/ankara-etimesgut-yapracik-kiralik/daire/97895-1922,78,210.0
"50 Square Meters Apartment For Rent in Çankaya, Ankara",25000,20-03-2025,Ankara / Çankaya / Fakülteler Mah.,1+1,50,,3.,https://www.hepsiemlak.com/en/ankara-cankaya-fakulteler-kiralik/daire/8168-2812,78,500.0
"115 Square Meters Apartment For Rent in Keçiören, Ankara",16000,18-03-2025,Ankara / Keçiören / Şenlik Mah.,3+1,115,30.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-senlik-kiralik/daire/109296-537,78,139.1304347826087
"150 Square Meters Apartment For Rent in Altındağ, Ankara",26000,27-02-2025,Ankara / Altındağ / Karapürçek Mah.,3+1,150,5.0,6.,https://www.hepsiemlak.com/en/ankara-altindag-karapurcek-kiralik/daire/62044-4665,78,173.33333333333334
"130 Square Meters Apartment For Rent in Mamak, Ankara",18000,22-02-2025,Ankara / Mamak / Abidinpaşa Mah.,3+1,130,50.0,1.,https://www.hepsiemlak.com/en/ankara-mamak-abidinpasa-kiralik/daire/123110-162,78,138.46153846153845
"129 Square Meters Apartment For Rent in Çankaya, Ankara",33000,07-03-2025,Ankara / Çankaya / Konutkent Mah.,3+1,129,30.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-konutkent-kiralik/daire/6211-1574,78,255.8139534883721
"120 Square Meters Apartment For Rent in Altındağ, Ankara",21000,21-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,3+1,120,23.0,2.,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/8767-3017,78,175.0
"140 Square Meters Apartment For Rent in Etimesgut, Ankara",25000,17-03-2025,Ankara / Etimesgut / Elvan Mah.,3+1,140,10.0,1.,https://www.hepsiemlak.com/en/ankara-etimesgut-elvan-kiralik/daire/37640-11609,78,178.57142857142858
"114 Square Meters Apartment For Rent in Keçiören, Ankara",14500,17-03-2025,Ankara / Keçiören / Karakaya Mah.,2+1,114,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-karakaya-kiralik/daire/151255-47,78,127.19298245614036
"130 Square Meters Apartment For Rent in Keçiören, Ankara",25000,20-03-2025,Ankara / Keçiören / Atapark Mah.,3+1,130,13.0,4.,https://www.hepsiemlak.com/en/ankara-kecioren-atapark-kiralik/daire/49652-2295,78,192.30769230769232
"120 Square Meters Apartment For Rent in Yenimahalle, Ankara",17000,18-03-2025,Ankara / Yenimahalle / Karşıyaka Mah.,3+1,120,25.0,Top,https://www.hepsiemlak.com/en/ankara-yenimahalle-karsiyaka-kiralik/daire/142507-231,78,141.66666666666666
"100 Square Meters Apartment For Rent in Keçiören, Ankara",16500,15-03-2025,Ankara / Keçiören / Aşağı Eğlence Mah.,2+1,100,30.0,Ground,https://www.hepsiemlak.com/en/ankara-kecioren-asagi-eglence-kiralik/daire/141924-490,78,165.0
"85 Square Meters Apartment For Rent in Çankaya, Ankara",17500,22-03-2025,Ankara / Çankaya / Seyranbağları Mah.,2+1,85,10.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-seyranbaglari-kiralik/daire/10580-6221,78,205.88235294117646
"110 Square Meters Apartment For Rent in Etimesgut, Ankara",21500,22-03-2025,Ankara / Etimesgut / Topçu Mah.,2+1,110,,Raised Ground,https://www.hepsiemlak.com/en/ankara-etimesgut-topcu-kiralik/daire/131820-888,79,195.45454545454547
"137 Square Meters Apartment For Rent in Çankaya, Ankara",34000,21-03-2025,Ankara / Çankaya / Büyükesat Mah.,2+1,137,12.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-buyukesat-kiralik/daire/4337-3830,79,248.17518248175182
"115 Square Meters Apartment For Rent in Mamak, Ankara",16000,20-03-2025,Ankara / Mamak / Aşık Veysel Mah.,3+1,115,30.0,2.,https://www.hepsiemlak.com/en/ankara-mamak-asik-veysel-kiralik/daire/91066-3304,79,139.1304347826087
"95 Square Meters Apartment For Rent in Çankaya, Ankara",35000,20-03-2025,Ankara / Çankaya / Emek Mah.,2+1,95,,1.,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/5647-3391,79,368.42105263157896
"130 Square Meters Apartment For Rent in Yenimahalle, Ankara",26000,22-03-2025,Ankara / Yenimahalle / Demetevler Mah.,3+1,130,20.0,2.,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetevler-kiralik/daire/113821-1136,79,200.0
"75 Square Meters Apartment For Rent in Yenimahalle, Ankara",30000,16-03-2025,Ankara / Yenimahalle / Gazi Mah.,2+1,75,32.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-yenimahalle-gazi-kiralik/daire/10487-4428,79,400.0
"120 Square Meters Apartment For Rent in Çankaya, Ankara",25000,18-03-2025,Ankara / Çankaya / Bayraktar Mah.,3+1,120,30.0,Top,https://www.hepsiemlak.com/en/ankara-cankaya-bayraktar-kiralik/daire/90726-1376,79,208.33333333333334
"142 Square Meters Apartment For Rent in Çankaya, Ankara",37950,21-03-2025,Ankara / Çankaya / Kazım Özalp Mah.,3+1,142,26.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-kazim-ozalp-kiralik/daire/13861-2803,79,267.2535211267606
"180 Square Meters Apartment For Rent in Çankaya, Ankara",28500,21-03-2025,Ankara / Çankaya / Kırkkonaklar Mah.,4+1,180,20.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-kirkkonaklar-kiralik/daire/19538-3653,79,158.33333333333334
"110 Square Meters Apartment For Rent in Mamak, Ankara",17000,20-03-2025,Ankara / Mamak / Balkiraz Mah.,3+1,110,45.0,1.,https://www.hepsiemlak.com/en/ankara-mamak-balkiraz-kiralik/daire/41877-1260,79,154.54545454545453
"110 Square Meters Apartment For Rent in Çankaya, Ankara",27000,22-03-2025,Ankara / Çankaya / Bahçelievler Mah.,2+1,110,35.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-bahcelievler-kiralik/daire/3897-1088,79,245.45454545454547
"105 Square Meters Apartment For Rent in Yenimahalle, Ankara",22750,19-03-2025,Ankara / Yenimahalle / Demetevler Mah.,3+1,105,30.0,3.,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetevler-kiralik/daire/6666-3079,79,216.66666666666666
"55 Square Meters Apartment For Rent in Çankaya, Ankara",25000,14-03-2025,Ankara / Çankaya / Alacaatlı Mah.,1+1,55,,Top,https://www.hepsiemlak.com/en/ankara-cankaya-alacaatli-kiralik/daire/52043-2629,79,454.54545454545456
"100 Square Meters Apartment For Rent in Çankaya, Ankara",35000,11-03-2025,Ankara / Çankaya / Alacaatlı Mah.,2+1,100,3.0,20.,https://www.hepsiemlak.com/en/ankara-cankaya-alacaatli-kiralik/daire/8413-1555,79,350.0
"140 Square Meters Apartment For Rent in Keçiören, Ankara",21000,08-03-2025,Ankara / Keçiören / Yükseltepe Mah.,3+1,140,8.0,1.,https://www.hepsiemlak.com/en/ankara-kecioren-yukseltepe-kiralik/daire/56586-3990,79,150.0
"120 Square Meters Apartment For Rent in Altındağ, Ankara",21000,15-03-2025,Ankara / Altındağ / Yıldıztepe Mah.,3+1,120,30.0,4.,https://www.hepsiemlak.com/en/ankara-altindag-yildiztepe-kiralik/daire/24202-1813,79,175.0
"135 Square Meters Apartment For Rent in Çankaya, Ankara",32000,10-03-2025,Ankara / Çankaya / Naci Çakır Mah.,3+1,135,30.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-naci-cakir-kiralik/daire/63021-8290,79,237.03703703703704
"52 Square Meters Apartment For Rent in Gölbaşı, Ankara",15000,20-03-2025,Ankara / Gölbaşı / İncek Mah.,1+1,52,,Raised Ground,https://www.hepsiemlak.com/en/ankara-golbasi-incek-kiralik/daire/33764-55,79,288.46153846153845
"120 Square Meters Apartment For Rent in Çankaya, Ankara",35000,15-03-2025,Ankara / Çankaya / Ayrancı Mah.,3+1,120,45.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-ayranci-kiralik/daire/22936-668,79,291.6666666666667
"90 Square Meters Apartment For Rent in Yenimahalle, Ankara",22000,20-03-2025,Ankara / Yenimahalle / Varlık Mah.,2+1,90,17.0,Top,https://www.hepsiemlak.com/en/ankara-yenimahalle-varlik-kiralik/daire/46157-1444,79,244.44444444444446
"50 Square Meters Apartment For Rent in Çankaya, Ankara",35000,19-03-2025,Ankara / Çankaya / Aziziye Mah.,1+1,50,6.0,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-aziziye-kiralik/daire/130591-1347,79,700.0
"130 Square Meters Apartment For Rent in Polatlı, Ankara",18500,22-03-2025,Ankara / Polatlı / Şehitlik Mah.,3+1,130,15.0,3.,https://www.hepsiemlak.com/en/ankara-polatli-sehitlik-kiralik/daire/54400-6765,79,142.30769230769232
"110 Square Meters Apartment For Rent in Sincan, Ankara",17000,22-03-2025,Ankara / Sincan / Menderes Mah.,2+1,110,1.0,4.,https://www.hepsiemlak.com/en/ankara-sincan-menderes-kiralik/daire/124737-487,79,154.54545454545453
"75 Square Meters Apartment For Rent in Çankaya, Ankara",38000,22-03-2025,Ankara / Çankaya / Emek Mah.,2+1,75,,2.,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/2332-2954,79,506.6666666666667
"120 Square Meters Apartment For Rent in Mamak, Ankara",17500,22-03-2025,Ankara / Mamak / General Zeki Doğan Mah.,3+1,120,15.0,1.,https://www.hepsiemlak.com/en/ankara-mamak-general-zeki-dogan-kiralik/daire/112265-2072,80,145.83333333333334
"160 Square Meters Apartment For Rent in Mamak, Ankara",32500,19-03-2025,Ankara / Mamak / Durali Alıç Mah.,3+1,160,1.0,6.,https://www.hepsiemlak.com/en/ankara-mamak-durali-alic-kiralik/daire/109633-1094,80,203.125
"120 Square Meters Apartment For Rent in Çankaya, Ankara",18500,19-03-2025,Ankara / Çankaya / Metin Akkuş Mah.,3+1,120,22.0,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-metin-akkus-kiralik/daire/2602-10248,80,154.16666666666666
"135 Square Meters Apartment For Rent in Çankaya, Ankara",39000,19-03-2025,Ankara / Çankaya / Çukurambar Mah.,2+1,135,22.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-cukurambar-kiralik/daire/4629-5202,80,288.8888888888889
"60 Square Meters Apartment For Rent in Sincan, Ankara",14000,20-03-2025,Ankara / Sincan / Yeniçimşit Mah.,1+1,60,,3.,https://www.hepsiemlak.com/en/ankara-sincan-yenicimsit-kiralik/daire/110538-3512,80,233.33333333333334
"70 Square Meters Apartment For Rent in Çankaya, Ankara",26000,21-03-2025,Ankara / Çankaya / Büyükesat Mah.,1+1,70,5.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-buyukesat-kiralik/daire/1248-2457,80,371.42857142857144
"140 Square Meters Apartment For Rent in Etimesgut, Ankara",23500,20-03-2025,Ankara / Etimesgut / Ahi Mesut Mah.,3+1,140,18.0,1.,https://www.hepsiemlak.com/en/ankara-etimesgut-ahi-mesut-kiralik/daire/119882-7141,80,167.85714285714286
"135 Square Meters Apartment For Rent in Çankaya, Ankara",25000,22-03-2025,Ankara / Çankaya / Ehlibeyt Mah.,3+1,135,25.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-ehlibeyt-kiralik/daire/5338-7955,80,185.1851851851852
"65 Square Meters Apartment For Rent in Çankaya, Ankara",45000,19-03-2025,Ankara / Çankaya / Maltepe Mah.,2+1,65,,Middle,https://www.hepsiemlak.com/en/ankara-cankaya-maltepe-kiralik/daire/21991-5,80,692.3076923076923
"100 Square Meters Apartment For Rent in Çankaya, Ankara",25000,21-03-2025,Ankara / Çankaya / Oğuzlar Mah.,3+1,100,30.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-oguzlar-kiralik/daire/71743-2774,80,250.0
"80 Square Meters Apartment For Rent in Gölbaşı, Ankara",25000,14-03-2025,Ankara / Gölbaşı / Kızılcaşar Mah.,1+1,80,13.0,2.,https://www.hepsiemlak.com/en/ankara-golbasi-kizilcasar-kiralik/daire/82763-170,80,312.5
"65 Square Meters Apartment For Rent in Çankaya, Ankara",41000,22-03-2025,Ankara / Çankaya / Maltepe Mah.,2+1,65,1.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-maltepe-kiralik/daire/88053-5607,80,630.7692307692307
"130 Square Meters Apartment For Rent in Çankaya, Ankara",44000,17-03-2025,Ankara / Çankaya / İlkbahar Mah.,3+1,130,10.0,Middle,https://www.hepsiemlak.com/en/ankara-cankaya-ilkbahar-kiralik/daire/4129-2329,80,338.46153846153845
"115 Square Meters Apartment For Rent in Polatlı, Ankara",10500,22-03-2025,Ankara / Polatlı / Zafer Mah.,3+1,115,25.0,Middle,https://www.hepsiemlak.com/en/ankara-polatli-zafer-kiralik/daire/144503-164,80,91.30434782608695
"120 Square Meters Apartment For Rent in Keçiören, Ankara",16000,22-03-2025,Ankara / Keçiören / Ayvalı Mah.,3+1,120,30.0,2.,https://www.hepsiemlak.com/en/ankara-kecioren-ayvali-kiralik/daire/53451-1774,80,133.33333333333334
"110 Square Meters Apartment For Rent in Çankaya, Ankara",34000,15-03-2025,Ankara / Çankaya / Söğütözü Mah.,2+1,110,30.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-sogutozu-kiralik/daire/0-44335123,80,309.09090909090907
"140 Square Meters Apartment For Rent in Çubuk, Ankara",15500,01-03-2025,Ankara / Çubuk / Atatürk Mah.,3+1,140,20.0,Top,https://www.hepsiemlak.com/en/ankara-cubuk-ataturk-kiralik/daire/0-44263264,80,110.71428571428571
"130 Square Meters Apartment For Rent in Mamak, Ankara",21000,15-03-2025,Ankara / Mamak / Altınevler Mah.,3+1,130,13.0,9.,https://www.hepsiemlak.com/en/ankara-mamak-altinevler-kiralik/daire/0-44259508,80,161.53846153846155
"135 Square Meters Apartment For Rent in Keçiören, Ankara",23500,14-03-2025,Ankara / Keçiören / Atapark Mah.,3+1,135,12.0,Underground 2,https://www.hepsiemlak.com/en/ankara-kecioren-atapark-kiralik/daire/82249-871,80,174.07407407407408
"150 Square Meters Apartment For Rent in Çankaya, Ankara",33000,21-03-2025,Ankara / Çankaya / Emek Mah.,4+1,150,40.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/54420-2168,80,220.0
"450 Square Meters Apartment For Rent in Çankaya, Ankara",92000,03-03-2025,Ankara / Çankaya / Hilal Mah.,4+2,450,15.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-hilal-kiralik/daire/8528-1641,80,204.44444444444446
"100 Square Meters Apartment For Rent in Çankaya, Ankara",25000,26-02-2025,Ankara / Çankaya / İşçi Blokları Mah.,2+1,100,38.0,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-isci-bloklari-kiralik/daire/6314-2739,80,250.0
"120 Square Meters Apartment For Rent in Sincan, Ankara",15000,23-02-2025,Ankara / Sincan / Akşemsettin Mah.,3+1,120,22.0,3.,https://www.hepsiemlak.com/en/ankara-sincan-aksemsettin-kiralik/daire/128276-988,80,125.0
"120 Square Meters Apartment For Rent in Yenimahalle, Ankara",25000,21-03-2025,Ankara / Yenimahalle / İnönü Mah.,3+1,120,30.0,Middle,https://www.hepsiemlak.com/en/ankara-yenimahalle-inonu-kiralik/daire/20166-1374,80,208.33333333333334
"130 Square Meters Apartment For Rent in Çankaya, Ankara",30000,21-03-2025,Ankara / Çankaya / Kavaklıdere Mah.,3+1,130,34.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-kavaklidere-kiralik/daire/9751-1511,81,230.76923076923077
"170 Square Meters Apartment For Rent in Çankaya, Ankara",36000,16-03-2025,Ankara / Çankaya / Ata Mah.,4+1,170,18.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-ata-kiralik/daire/4180-9352,81,211.76470588235293
"85 Square Meters Apartment For Rent in Mamak, Ankara",13000,17-03-2025,Ankara / Mamak / Hürel Mah.,2+1,85,12.0,1.,https://www.hepsiemlak.com/en/ankara-mamak-hurel-kiralik/daire/141761-1206,81,152.94117647058823
"140 Square Meters Apartment For Rent in Keçiören, Ankara",25000,18-03-2025,Ankara / Keçiören / Sancaktepe Mah.,3+1,140,12.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-sancaktepe-kiralik/daire/16354-26178,81,178.57142857142858
"48 Square Meters Apartment For Rent in Gölbaşı, Ankara",19500,18-03-2025,Ankara / Gölbaşı / İncek Mah.,1+1,48,,Raised Ground,https://www.hepsiemlak.com/en/ankara-golbasi-incek-kiralik/daire/129424-2892,81,406.25
